Date;Food;Beer;Smoke;Games;Books;Hshld;Clths;Hlth;Chems;Txtls;Cnstr;Steel;FabPr;ElcEq;Autos;Carry;Mines;Coal;Oil;Util;Telcm;Servs;BusEq;Paper;Trans;Whlsl;Rtail;Meals;Fin;Other
195909;  -3.13;  -4.27;  -3.03;  -5.10;  -5.36;  -6.39;  -0.95;  -4.95;  -5.13;  -2.78;  -4.33;  -5.18;  -7.16;  -4.62;  -4.37;  -5.43;  -4.40;  -5.92;  -6.92;  -4.35;  -0.96;  -5.17;  -3.77;  -2.89;  -3.43;  -4.85;  -1.95;  -4.94;  -4.68;  -4.59
195910;   3.39;   1.03;   6.00;   7.85;   5.32;   4.50;   5.54;   2.34;   1.51;  -1.80;   3.58;  -1.30;   1.72;   5.79;  -0.08;   3.82;  -1.35;   5.27;   1.08;   0.89;   1.30;   2.46;   4.21;   1.55;  -0.81;   6.05;   0.57;   7.31;   0.63;   3.26
195911;   0.84;   1.83;   2.09;   3.92;   0.72;   3.26;   0.44;   5.62;   2.30;   0.52;   1.12;  -0.36;   0.04;  10.37;  -0.19;  11.42;   0.82;   0.72;  -0.43;   0.40;  -1.23;   5.27;   8.11;   6.17;  -1.81;   6.98;   2.06;  -0.94;   1.36;   6.47
195912;   2.36;   0.69;  -2.68;   1.96;   7.64;   1.01;   2.22;  -1.68;   3.42;   1.08;   1.05;   2.52;   3.45;   5.91;   4.93;  -4.57;   4.76;   2.41;   4.27;   2.14;   4.34;  -1.62;   1.00;   1.80;   2.35;  -0.12;   2.80;   3.01;   0.50;  -6.18
196001;  -4.16;  -5.41;  -1.72;   1.56;  -5.14;  -7.53;  -8.22;  -6.38;  -9.70;  -4.51;  -6.34;  -9.05;  -4.10; -11.99; -11.22;  -4.70;  -3.60;  -7.58;  -7.49;  -2.08;   0.95;  -5.85;  -7.56;  -9.10;  -4.14;  -5.01;  -5.72;  -9.70;  -4.34;  -3.65
196002;   3.65;  -1.86;   2.60;   4.51;   2.68;   9.59;   1.74;   0.31;  -0.45;   0.78;   3.36;  -1.76;  -1.84;   5.38;  -1.96;   2.32;   1.98;  -2.68;  -3.48;   2.77;   8.37;   9.41;   5.32;   3.32;  -0.73;   1.79;   4.45;   2.01;  -0.69;   6.66
196003;  -1.31;  -2.59;   0.17;  -0.29;   2.42;  -0.21;  -2.25;   1.62;  -2.39;  -6.38;  -0.42;  -5.23;  -3.23;  -0.50;  -5.68;  -7.90;  -2.64;  -5.13;  -0.72;   1.75;   0.17;   0.07;   3.72;  -2.08;  -4.60;  -1.03;   0.15;  -3.47;   0.38;  -2.09
196004;   1.34;  -2.00;   1.54;   6.60;  -0.81;  -1.10;   0.40;   1.65;  -5.34;  -0.90;  -1.27;  -5.34;  -3.92;  -1.06;  -1.67;  -1.19;  -0.62;  -2.78;  -4.29;   1.38;  -1.05;   7.33;   1.98;   0.60;  -1.94;   0.69;  -0.37;   9.02;  -0.46;   0.74
196005;   8.48;  -0.25;   2.73;   7.56;  11.94;   8.00;   2.03;  13.73;   3.66;   2.29;   3.44;   2.62;   1.19;   6.66;   0.53;   9.57;  -1.11;   2.69;  -3.62;   1.50;   3.32;  -1.47;  12.17;   3.12;   1.04;   1.82;   3.22;   1.09;  -0.22;   1.31
196006;   5.64;   0.71;   4.98;   2.51;   0.25;   6.61;  -1.35;  -0.16;   0.69;   4.35;   2.77;   1.56;   1.87;   0.06;  -0.06;   0.63;  -2.16;  -1.09;   3.62;   5.77;  -0.35;  -7.88;   2.65;   3.74;   2.39;   5.68;   3.73;   1.34;   3.99;   6.64
196007;  -1.98;  -0.66;   4.72;  -4.58;   0.35;  -0.48;  -0.93;  -3.87;  -6.66;  -3.02;  -5.04;  -2.25;  -3.75;  -6.83;  -1.36;   1.84;   3.33;   2.17;   0.67;  -1.07;   0.10;   2.97;  -1.88;  -3.97;  -2.88;  -6.13;  -2.87;  -1.12;   0.30;  -5.83
196008;   4.75;   3.37;   5.39;   7.33;   3.80;   5.25;   3.13;   2.47;   1.34;  -0.68;   0.74;   0.80;   0.95;  -0.88;   3.30;   7.04;   7.12;   3.64;   4.11;   4.32;   7.11;   5.86;   2.88;   1.36;   2.20;   4.60;   3.01;   2.23;   3.83;   3.67
196009;  -3.73;  -4.81;  -1.95;  -2.16;  -6.04;  -9.03;  -4.68;  -8.72;  -6.56;  -4.98;  -4.88;  -8.09;  -5.55; -10.32;  -6.14;  -8.57;  -2.06;  -5.04;  -0.92;  -4.49;  -5.95;  -3.38;  -7.46;  -7.20;  -6.76;  -8.37;  -8.39;  -1.76;  -5.66;  -4.06
196010;   1.25;   0.79;   4.09;   0.31;   2.60;   6.69;  -2.95;  -3.49;  -1.36;  -2.96;  -1.20;  -2.14;  -1.22;  -3.35;  -1.34;   1.18;   3.41;  -1.41;   2.50;  -0.34;   0.14;   4.84;  -3.18;  -1.63;  -0.75;  -4.09;   0.55;  -4.32;  -0.08;   0.60
196011;   9.59;   6.64;   5.59;  14.04;  10.24;   9.25;   2.63;   4.05;   4.38;   2.17;   6.75;   1.38;   8.41;   5.33;  -0.23;   7.73;   7.57;   6.78;   3.33;   3.74;   4.19;   9.62;   8.33;   5.44;   5.34;   9.73;   6.64;   4.53;   7.78;   4.17
196012;   4.67;  -0.13;   3.70;   7.92;   7.82;   1.93;   3.62;   6.22;   3.03;   0.63;   4.61;   4.95;   4.94;   1.17;  -0.37;   2.57;   6.11;   1.73;   5.38;   6.36;  12.56;   8.37;   4.44;   5.74;   2.58;   2.29;   2.22;   2.24;   5.60;   3.97
196101;   4.89;   5.34;   8.96;   0.74;   9.44;   4.56;   5.58;   6.02;   6.65;  11.36;   5.67;   8.49;   6.11;  -0.41;   8.52;   6.64;   6.14;  11.05;   9.73;   4.96;   7.89;   4.48;   5.27;   4.74;   8.42;   8.13;   2.52;   4.27;   7.37;   8.59
196102;   4.35;   8.31;   5.57;  22.49;   2.30;   6.04;   7.00;   5.20;   2.27;   6.93;   4.95;   5.91;   9.17;  -0.15;   4.00;   6.15;  -1.61;   9.39;   0.57;   3.63;   0.75;   0.34;   4.69;   6.99;   4.48;   3.49;   4.98;   8.40;   7.02;   5.98
196103;   4.85;   2.72;   5.80;   7.40;   4.97;   6.54;   3.71;   3.80;   1.14;   6.16;   2.70;   2.05;   1.70;   3.18;   2.85;   1.67;   2.63;  -0.55;   1.44;   2.02;   7.48;   0.00;   2.51;  -0.49;   1.11;   4.78;   6.03;   4.25;   4.68;   7.29
196104;  -1.22;   1.62;  -0.06;  -2.04;  -6.20;   2.81;   3.05;  -0.31;  -1.31;  -5.15;  -3.34;  -1.44;  -2.15;  -2.36;  -2.36;   2.09;   1.14;   0.68;   4.83;   1.86;   0.80;   0.05;   2.36;  -0.21;  -1.35;   3.30;   0.37;   4.40;   1.56;  -3.51
196105;   4.38;   5.46;   3.56;  -3.73;   2.89;   0.17;   7.29;   2.28;   5.70;   5.65;   2.29;   6.08;   4.81;   4.65;   3.49;   2.32;   8.68;   7.82;  -0.01;   2.39;  -1.04;  -0.52;   1.74;   1.56;   5.05;   0.20;   4.48;  -1.74;   3.98;   3.51
196106;  -1.97;  -2.89;   4.17;  -5.66;  -3.66;   3.62;  -4.92;  -3.43;  -1.14;  -3.17;  -2.75;  -7.47;  -2.96;  -3.71;  -0.68;  -3.17;  -5.76;  -4.22;  -4.02;  -1.87;  -4.02;   0.33;  -3.12;  -4.27;  -4.15;  -4.75;   1.06;  -5.42;  -2.57;   0.56
196107;   2.89;   1.05;   6.13;  -1.06;  -2.36;   2.20;   1.64;   3.50;   3.13;   1.71;   0.01;   4.32;   1.29;   3.36;   5.92;   3.96;   2.76;   3.41;   2.26;   2.87;   6.43;  -8.06;   0.74;  -0.31;  -0.18;   0.16;   2.63;   3.01;   3.62;   5.57
196108;   5.07;   3.35;   7.90;   1.01;   1.06;  10.62;   5.03;   3.86;   2.48;   5.95;   0.96;   0.32;   1.70;   3.38;   1.50;  -0.71;   4.70;   1.77;   0.13;   3.81;   0.21;   9.14;   5.25;   5.50;   3.53;   2.84;   3.19;   0.49;   8.65;   1.78
196109;  -0.45;  -1.33;   0.11;   1.43;   0.92;  -2.87;  -0.63;  -1.23;  -4.28;  -4.09;  -2.15;  -7.76;  -4.36;  -1.22;   3.86;  -6.20;  -6.11;   1.32;  -6.60;   1.41;  -2.73;  -5.86;   1.18;  -2.57;  -1.04;  -4.11;   0.73;  -5.87;  -0.10;   3.32
196110;   3.92;  -0.65;   7.24;  -5.21;   1.14;  -0.56;   8.44;   3.66;   0.24;   3.35;   0.93;  -1.64;   0.75;  -1.76;   0.41;  -5.07;  -2.04;   4.80;   6.72;   5.31;   0.20;   2.41;   6.73;   1.93;   2.48;   4.63;   9.60;   0.92;   2.18;   0.57
196111;   5.43;   4.61;   8.20;   0.42;   3.90;   4.57;   5.43;   3.13;   2.61;   7.53;   6.21;   1.84;   2.89;   5.89;   8.46;   3.33;   3.70;   6.28;   5.42;   3.42;   8.50;   8.41;   1.13;   2.20;   0.38;   5.86;   5.11;   1.24;   7.35;   1.82
196112;  -3.50;   1.61;  -5.93;   2.21;  -3.47;  -3.57;   0.19;  -1.99;   0.03;  -0.92;   0.35;   3.28;   0.32;  -1.18;   2.58;   0.40;  -2.89;   0.30;   3.94;  -4.20;   3.32;  -0.47;  -0.36;  -2.46;   0.01;   0.62;  -0.44;  -2.01;  -4.34;  -0.60
196201;  -6.43;  -3.21;  -4.04; -13.00;  -3.19;  -7.10;  -5.83;  -4.78;  -4.52;   0.74;  -5.26;  -3.75;  -0.38;  -2.23;  -0.33;   6.71;  -1.34;   4.92;   0.02;  -2.59;  -6.07;  -4.60;  -6.66;  -4.99;   2.68;  -0.44;  -9.29;  -3.94;  -4.70;  -3.37
196202;  -0.05;   0.47;   0.87;  -1.83;  -0.33;  -0.83;   2.20;   3.75;   3.48;   2.25;   1.28;  -0.85;   1.82;  -0.25;  -1.27;  -3.14;  -3.11;   0.66;   5.43;   2.63;   4.11;  -1.74;   0.13;   4.07;   0.55;   0.12;   1.80;  -0.40;   3.77;   4.41
196203;   1.18;  -0.15;  -6.48;  -5.17;   0.59;   4.54;  -1.02;   0.41;  -2.53;  -0.55;  -0.35;   0.94;  -1.63;   1.44;   0.57;  -3.34;  -1.28;  -4.48;  -1.61;   1.96;  -2.94;  -1.22;  -0.56;   1.36;  -1.38;  -2.14;   1.15;  -3.82;  -1.82;  -1.62
196204;  -4.37;  -3.38; -12.77; -10.81;  -8.51;  -6.85;  -7.96; -11.34;  -6.01;  -7.80;  -7.29; -10.44;  -7.71;  -9.99;  -6.18; -10.00;  -7.51;  -9.89;  -3.42;  -2.79;  -4.68;  -2.93; -11.78;  -7.73;  -6.02;  -5.66;  -4.34;  -8.80;  -7.38;  -1.89
196205; -11.02;  -8.82; -13.98; -11.15; -14.58;  -9.83; -10.08; -10.81;  -8.03;  -7.82;  -8.77;  -7.23;  -7.91;  -8.53;  -4.74;  -5.33;  -4.42;  -9.16;  -4.86; -10.47;  -7.06; -10.74; -12.96; -10.83;  -4.73; -11.04;  -8.92;  -7.18;  -9.78; -11.63
196206;  -8.56;  -5.96;  -8.13; -15.58; -16.32; -12.15;  -8.78; -12.90;  -8.73;  -4.61; -11.17; -10.01;  -8.19; -10.40;  -6.66;  -7.25;  -4.09;  -6.97;  -4.80;  -5.11;  -8.52; -12.95; -12.40;  -9.43;  -7.49; -10.91; -10.20; -12.83; -10.87; -14.07
196207;   7.21;   2.90;   0.96;  -2.36;   6.66;  10.17;   8.04;   7.78;   6.58;   5.72;   5.64;   3.23;   4.31;   9.73;   6.77;   9.63;   3.26;  10.53;   4.79;   7.39;   7.23;  10.70;  12.41;   3.62;   3.50;   5.43;   4.19;   5.20;   8.39;   9.02
196208;   0.05;   4.46;   1.66;   5.97;   4.24;   1.37;   3.13;  -7.92;   4.43;  -0.76;   2.56;  -0.39;   2.21;   3.92;   3.03;   4.43;   3.53;   1.48;   1.85;   3.15;   1.58;   1.18;   3.02;   2.90;   3.39;   4.44;   4.42;   0.56;   3.76;   5.87
196209;  -4.68;  -5.95;  -7.57; -10.32;  -4.51;  -8.98;  -6.36;  -4.05;  -2.01;  -4.39;  -6.92;  -8.42;  -6.19;  -7.84;  -3.04;  -5.86;  -5.95;  -3.87;  -1.73;  -2.87;  -6.06;  -8.20;  -9.58;  -6.21;  -5.39;  -7.43;  -6.56;  -8.55;  -5.69;  -4.75
196210;  -2.72;  -2.30;  -6.64;  -8.71;   0.09;   1.21;  -1.00;   2.46;   4.76;   1.19;  -1.80;   0.84;  -0.03;   2.43;   2.43;   1.37;   0.39;  -2.03;  -0.26;  -1.09;   2.77;  -1.29;  -1.94;  -1.00;   3.14;  -0.77;  -1.34;  -5.16;  -0.74;  -3.25
196211;  12.29;  11.34;  11.49;  15.76;  12.29;  14.23;   9.47;  17.63;  11.86;  10.84;  13.57;  15.14;  13.30;  14.18;   7.31;  11.46;   8.97;  10.64;  10.75;   7.65;   7.17;  12.39;  14.87;  13.33;  16.86;  13.47;  11.00;  13.66;  14.09;  15.78
196212;   2.84;   2.48;  -2.17;   2.06;  -3.67;   0.81;  -0.30;   0.88;   0.98;   0.76;  -2.21;  -4.52;   0.61;   0.75;   3.12;  -1.99;  -2.75;   0.56;   4.77;   3.48;   1.08;   1.45;  -0.84;  -1.40;   1.37;   0.19;   0.08;  -2.29;   1.66;   2.27
196301;   6.65;   4.02;   1.72;   8.70;   6.55;   5.46;   6.46;   5.66;   4.58;   8.78;   4.56;   7.85;   7.61;   4.97;   7.34;   1.20;  10.66;   8.17;   2.58;   5.25;   4.13;   1.36;   6.13;   8.24;   5.96;   3.69;   4.12;   7.67;   3.60;   8.66
196302;  -2.73;  -5.06;  -3.39;  -6.70;  -1.94;  -3.26;  -3.28;  -2.58;  -3.88;   0.65;  -0.72;  -2.13;  -2.59;  -6.37;  -2.82;  -0.97;  -1.80;  -0.53;  -1.34;  -1.46;  -1.11;   0.06;  -4.12;  -2.19;  -0.02;  -1.91;  -0.56;  -3.91;  -0.27;   0.29
196303;   1.72;   4.63;   7.74;   1.11;  -0.87;   3.96;   1.43;   1.18;   3.71;   0.77;   3.45;   2.27;   2.91;   1.43;   6.41;   0.23;   2.72;   6.29;   7.00;   1.79;   1.94;   3.46;   3.70;   3.01;   3.45;   0.38;   2.18;  -5.75;   2.36;   5.30
196304;   1.12;   0.66;   6.30;  -0.81;   7.85;   5.98;   1.69;   7.63;   4.40;   7.73;   4.01;   5.41;   3.38;   5.92;   6.02;   3.37;   4.89;   4.36;   6.08;   2.37;   3.73;   2.87;   6.77;   4.86;   8.74;   5.63;   5.49;   0.33;   3.67;   6.12
196305;   3.48;   1.20;  -3.05;   4.44;   0.55;   0.91;   0.48;  -0.25;   1.29;   2.46;   1.18;   6.65;   6.09;   4.71;   7.23;  -0.91;   2.28;   3.80;  -0.18;   1.04;  -0.64;   3.53;   3.84;  -1.13;   6.39;   0.96;   2.72;   3.28;   0.52;  -0.04
196306;  -0.45;  -1.83;  -6.27;  -1.31;   1.01;  -0.22;  -1.84;  -1.09;  -3.21;  -0.98;  -1.38;  -3.75;  -1.49;  -2.65;  -3.68;  -1.00;  -2.35;  -1.74;   1.27;  -1.13;  -1.94;  -1.28;  -6.50;  -1.97;  -1.06;  -3.15;  -1.26;  -0.55;  -0.98;  -2.15
196307;   0.04;  -2.20;  -2.54;  -3.46;  -0.03;  -0.14;  -0.58;   0.57;  -1.01;   3.52;  -0.77;  -1.59;  -3.04;  -2.44;   0.04;  -3.37;  -2.91;   0.54;   2.34;   0.81;  -0.25;  -3.55;  -0.54;  -1.33;  -2.40;   0.14;  -1.08;  -4.30;  -0.65;  -2.29
196308;   4.82;   2.33;   7.18;   6.00;   4.65;   6.21;   4.54;   9.57;   4.62;   4.30;   6.04;   8.35;   4.61;   5.18;   7.31;   2.97;   4.00;   8.11;   3.85;   4.12;   4.29;   2.66;   5.23;   7.70;   7.14;   4.08;   6.65;   1.14;   4.29;   6.30
196309;  -1.43;   0.30;  -4.24;  -4.15;   2.66;  -1.39;  -4.15;  -4.07;  -0.87;  -1.13;  -1.26;   0.27;  -2.70;  -1.76;   0.38;  -4.52;  -0.95;  -4.98;  -3.62;  -2.49;   2.36;  -2.82;   0.33;   1.45;  -3.88;  -1.70;   1.11;  -2.54;  -3.23;  -3.04
196310;   2.41;  -1.28;   5.79;  10.22;  -1.13;   4.25;   2.63;   3.39;   3.53;   5.74;  -0.52;   1.58;   3.98;  -0.46;  11.40;   2.20;   3.14;   9.25;  -0.52;  -0.67;   3.43;   1.66;   8.58;   1.64;   1.80;   1.37;   0.45;   1.15;   0.70;   3.00
196311;  -0.46;  -0.72;  -5.66;  -2.34;  -0.14;  -0.18;  -1.36;  -1.64;   2.25;   2.02;  -1.06;  -1.83;  -0.70;  -1.69;  -5.90;   5.18;   1.58;   0.86;  -1.18;  -1.06;   4.14;  -3.83;  -0.28;  -0.94;   3.61;  -4.12;  -1.08;  -3.54;  -2.29;   1.49
196312;   3.00;   1.21;   5.99;  -2.09;  -0.25;   4.47;  -0.30;   1.54;   4.48;   3.33;   0.80;   1.51;   1.89;  -2.53;  -0.98;  -4.55;   6.06;   5.41;   4.65;   2.41;  -0.09;   0.93;   3.25;   0.30;   3.83;  -0.67;   0.34;   1.71;   1.61;  -2.66
196401;   1.14;   0.99;  -1.69;  -1.02;   4.38;   1.53;  -1.11;   3.70;   3.26;   2.27;   2.03;   4.43;   3.70;  -2.89;   1.12;   3.77;  -0.05;   4.50;   4.86;   1.39;   3.32;   2.20;   3.06;   1.86;   3.78;  -1.76;   2.79;  -0.35;  -1.16;  -2.36
196402;   1.43;  -0.20;   2.65;   2.47;   6.76;   0.94;   1.65;   1.65;   2.23;   3.73;   4.82;   2.90;   3.34;   4.97;   3.19;   4.73;   5.77;   0.38;   1.09;   0.87;  -0.28;   2.66;   1.97;  -0.33;   6.77;   1.77;   1.58;   6.97;   3.77;   1.00
196403;   1.96;   6.86;  10.38;   2.62;  -0.93;   2.30;   0.97;  -1.94;   2.64;   0.46;   4.78;   6.97;   6.65;   3.56;   0.79;   1.90;   5.26;  -2.05;   1.45;  -0.74;  -0.90;   2.75;   3.45;   1.24;   3.23;   4.54;   2.28;   4.00;   0.69;  -0.21
196404;  -1.07;  -1.62;   1.83;  -4.45;   2.11;  -1.58;  -0.40;  -1.42;  -1.19;  -0.51;  -0.50;  -3.57;  -0.32;  -4.47;   2.91;  -3.80;  13.11;  -4.49;   4.24;   1.05;   0.83;  -0.21;  -3.69;  -1.15;  -1.20;  -0.05;   3.07;   1.74;  -1.00;  -3.41
196405;   1.67;   1.46;  -0.23;  -3.85;   1.47;   2.22;   1.81;   0.52;   2.34;   5.73;   0.25;   1.17;   2.09;  -1.44;   2.33;   5.82;   1.01;   0.91;   2.17;   0.84;  -0.39;  -3.31;   2.83;  -0.93;   5.95;  -0.06;   4.19;  -0.11;   0.00;   0.14
196406;   2.34;   1.54;  -1.54;  -1.21;   3.82;   0.18;   4.08;   0.58;  -0.57;  -0.37;   0.27;   0.91;   3.90;  -0.10;   1.73;   2.62;  -1.07;  -2.33;   0.72;   2.21;   4.69;   5.96;   0.43;   0.98;   3.73;   3.49;   3.92;   2.46;  -1.20;  -1.25
196407;   1.24;   7.86;   0.41;   0.33;  -0.24;   0.72;   4.01;   4.75;   2.17;   5.82;   1.41;   0.62;   1.96;   7.61;   5.87;   5.91;   2.59;   1.46;   3.37;   4.93;  -2.01;   3.10;  -1.92;   0.62;   0.10;   2.29;   1.09;   0.94;   1.89;   3.03
196408;  -1.30;  -1.86;   6.67;  -3.42;  -1.39;  -1.47;  -0.92;  -4.22;  -2.27;  -1.93;  -1.63;  -0.08;  -0.81;   2.70;   1.94;   3.46;   0.31;  -0.50;  -1.89;  -0.04;  -1.56;   3.62;  -2.90;  -2.09;  -5.88;  -4.61;   0.59;  -3.58;  -2.14;   0.58
196409;   1.98;   1.65;  -1.97;   5.43;   2.25;   5.75;   3.83;   2.75;   5.35;   4.38;   0.01;   5.51;   3.36;   4.09;   4.74;   4.94;  10.68;   5.33;   3.03;   1.88;  -1.03;   1.26;   1.18;   4.32;   4.46;   2.49;   3.49;   3.76;   2.52;   4.18
196410;  -1.17;   2.41;  -2.06;   0.82;   2.49;  -1.14;   0.61;   2.86;   0.92;   7.34;   2.18;  -2.63;   2.19;   6.06;  -0.02;   0.52;   0.14;   0.04;   3.12;   0.95;  -0.89;   3.52;  -1.04;   2.92;   4.13;   1.32;   2.30;   5.77;  -0.63;  -0.37
196411;   1.23;  -1.42;  -1.64;  -1.95;   1.77;   0.99;   2.88;   2.17;   2.34;   0.35;  -0.73;  -4.90;   1.44;   0.71;  -2.52;   0.44;   0.29;   0.96;   2.59;   1.37;  -2.23;  -1.95;  -0.20;  -2.88;  -3.27;   1.82;   3.32;   1.11;  -0.87;   0.78
196412;   1.18;  -0.19;  -4.68;  -1.31;   0.92;   0.67;  -0.39;   4.38;   0.47;   0.61;  -1.01;  -1.66;  -2.80;  -2.74;   2.23;  -0.39;  -1.15;   1.77;  -0.24;   0.49;   3.12;  -0.92;  -0.01;  -1.36;  -2.43;   0.57;   0.12;  -0.32;  -1.21;  -3.63
196501;   5.04;  12.18;   5.37;   8.66;   8.67;   6.56;   7.33;   7.66;   5.63;   8.48;   5.45;   4.91;   4.25;   9.81;   2.90;   2.90;   8.23;   3.74;   0.28;   3.96;   0.25;   8.02;   7.43;   5.52;   4.77;   5.56;   2.74;   9.47;   2.71;   5.39
196502;   1.33;   1.91;  -0.06;   5.22;   1.35;   2.79;   6.45;   2.42;   0.91;   2.06;   3.27;   2.98;   5.98;   5.17;  -1.11;   3.65;   4.78;  -0.51;  -3.45;   0.43;   0.80;   2.88;   2.16;   0.13;   2.59;   3.05;   1.35;   3.04;   1.29;   5.53
196503;  -1.47;   0.59;  -0.90;   3.87;   2.88;  -1.90;   0.84;  -0.92;  -3.01;   1.03;   0.23;   0.04;  -2.52;  -0.72;   1.79;   1.21;  -0.64;  -0.10;  -3.10;  -0.52;  -1.68;   3.15;  -0.45;   0.97;  -0.78;   0.69;  -0.95;   0.34;  -0.31;   4.43
196504;   2.86;   5.52;   5.61;   3.98;   5.54;   5.78;   4.84;   2.97;   1.93;   8.98;   2.76;   5.20;   5.11;   5.12;   7.04;   7.29;   4.07;  -2.07;   0.91;   0.66;   2.33;   4.66;   5.22;   3.37;   1.09;   5.80;   7.02;   3.10;   2.64;   2.38
196505;  -0.90;  -0.32;  -1.68;   2.25;   0.55;  -0.51;   0.78;  -1.25;   0.52;  -1.21;  -0.78;  -0.75;  -2.52;   0.83;  -4.06;   0.10;  -2.08;  -2.49;   0.93;  -0.97;   2.77;  -3.46;   0.57;  -1.86;  -0.28;  -0.94;   0.34;  -3.04;  -2.33;  -1.64
196506;  -4.30;  -4.57;  -3.41; -10.07;  -6.38;  -5.38;  -9.14;  -5.31;  -5.76;  -7.93;  -7.12;  -6.87;  -6.26;  -7.93;  -7.14;  -6.80;  -9.99;  -6.00;  -1.96;  -3.66;  -4.18;  -9.09;  -5.65;  -6.18;  -6.94;  -9.44;  -6.13;  -6.73;  -4.90; -11.71
196507;   1.18;  -0.36;   1.74;   5.79;   3.58;   4.45;   2.43;   3.95;   0.05;   2.97;   0.57;   3.12;   1.66;   4.66;   1.57;   8.85;   7.73;   1.91;   1.86;   1.06;  -0.37;   4.15;   3.46;  -0.22;   4.49;   5.45;  -1.84;   1.30;   1.15;   7.25
196508;   1.78;   3.78;   9.54;   6.86;   7.13;   6.50;   6.45;   6.30;   1.54;   6.07;   2.60;   2.79;   4.07;   6.55;   2.75;   2.53;   3.35;   3.26;   1.51;   0.93;   1.33;   3.50;   6.05;   2.69;   6.60;   5.05;   2.10;   5.20;   4.55;   5.22
196509;   0.24;  -0.32;  -2.66;  11.70;   2.47;   5.89;   2.06;   2.24;   3.97;   5.04;   2.41;   2.07;   6.04;   5.19;   4.88;  10.47;   0.60;   0.31;   4.45;   1.39;   1.10;   4.28;   5.44;   3.45;   3.11;   7.42;  -1.17;   4.35;  -0.11;   4.11
196510;   0.96;   2.48;   4.42;  11.68;   5.96;   4.33;   4.49;   3.23;   2.87;   5.25;   4.38;   5.27;   5.48;   5.61;   6.37;   7.74;   4.42;  15.56;   1.58;   1.05;  -2.27;   4.36;   5.27;   2.62;   6.49;   3.53;   0.06;   5.26;   0.85;   2.41
196511;   0.27;   0.94;  -4.68;  11.68;   7.42;   0.92;   2.20;   3.79;  -1.91;   7.64;   0.89;  -4.40;   5.42;   8.32;  -4.83;  14.83;   2.37;  -0.80;   0.73;  -1.01;  -4.31;   2.23;   2.43;   1.88;   7.09;   5.80;   1.11;   2.09;   1.31;   9.10
196512;   1.06;   2.63;  -1.02;   3.94;   3.65;   4.42;   2.06;   3.82;   2.36;   1.71;   2.10;   8.11;   1.95;  -0.32;   1.16;  -1.96;   8.87;   0.69;   0.17;  -0.33;  -0.85;   9.33;  -1.61;   1.94;   1.81;   2.71;   1.17;   3.99;   1.95;  -0.74
196601;   0.20;   1.24;   2.90;  10.76;   1.73;   2.06;   4.34;   2.78;  -0.74;   8.43;   3.61;   4.19;   2.65;   4.00;   0.37;   9.00;  12.10;   1.12;   1.02;  -3.01;  -1.29;   1.90;   1.08;   4.65;   7.09;   6.92;  -5.16;   3.09;   0.57;   5.77
196602;  -0.87;  -2.85;  -2.34;   7.38;   0.40;  -0.68;   3.00;  -1.56;  -1.92;   0.49;  -0.82;  -1.73;  -0.97;   1.30;  -1.62;  -0.55;   9.45;  -0.02;  -3.56;  -4.18;   0.47;   2.57;   5.34;  -0.42;   3.36;   2.29;  -2.15;  -1.40;  -2.06;   1.86
196603;  -2.34;  -4.16;  -3.38;   3.27;   2.92;   2.60;  -3.36;  -1.60;  -4.55;  -4.54;  -3.01;  -2.28;  -1.67;   0.80;  -5.33;  -0.80;  -4.22;   0.19;  -2.29;  -0.14;  -4.85;  -3.10;  -0.93;  -3.75;  -1.19;  -2.79;  -2.29;   3.18;  -4.06;  -2.86
196604;  -0.90;   3.19;  -1.07;   5.79;   3.99;   5.48;   2.61;  -0.01;   0.32;   0.68;   1.68;   1.73;   1.34;   3.97;  -1.43;   3.69;   3.12;   0.92;   3.20;   1.18;   1.27;   3.39;   7.65;   4.34;   4.53;  12.16;   2.48;   6.91;   1.30;   9.14
196605;  -3.70;  -6.29;  -3.90; -13.80;  -5.43;  -5.87;  -7.94;  -5.26;  -4.60;  -8.59;  -5.84;  -7.95;  -5.98;  -8.74;  -6.95;  -7.65;  -8.19;  -2.54;  -3.79;  -2.74;  -2.99; -11.15;  -6.03;  -5.03;  -9.53;  -9.60;  -2.49;  -4.38;  -3.88; -11.09
196606;  -3.05;   3.28;  -2.01;  -4.83;   2.44;   0.92;  -1.90;   0.99;  -3.88;  -1.99;  -2.04;  -0.85;  -1.26;  -2.64;  -1.34;   0.92;  -0.09;  -8.52;  -2.14;  -1.79;   0.47;  -0.53;  -0.14;  -0.66;   3.33;   1.00;  -2.65;   0.71;  -2.10;  -1.04
196607;  -0.40;  -3.92;  -0.45;  -3.27;  -0.81;  -2.38;  -1.72;  -1.72;  -1.16;  -5.23;  -1.42;  -4.06;  -3.37;  -5.23;   0.43;  -7.15;  -0.42;   3.33;   0.35;  -0.18;  -1.16;  -3.13;  -1.67;   1.45;  -2.17;  -3.43;  -1.83;  -2.61;  -2.06;  -5.01
196608;  -6.09;  -6.93;  -5.50;  -3.00;  -9.22;  -8.28; -10.81;  -8.11;  -9.11;  -9.76; -10.22;  -7.51;  -7.30;  -9.22;  -7.90;  -7.99; -13.10;   3.21;  -6.61;  -8.61;  -4.57;  -9.35;  -5.99;  -5.60; -13.50; -10.83;  -6.00; -10.23;  -8.84;  -9.67
